brand,model,fuel,no of owner,yrs,transmission,kms,prices
Maruti Suzuki,Alto K10,Petrol,2nd,2016.0,Automatic,"62,000","2,95,000"
Maruti Suzuki,Ertiga,CNG & Hybrids,2nd,2016.0,Manual,"102,222","6,75,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Manual,"91,230","7,20,000"
Maruti Suzuki,Swift,Diesel,1st,2011.0,Manual,"150,000","4,20,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2015.0,Manual,"56,000","5,49,999"
Maruti Suzuki,Swift Dzire,Petrol,1st,2015.0,Manual,"95,000","4,90,000"
Maruti Suzuki,Alto 800,Petrol,1st,2013.0,Manual,"16,000","2,25,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"89,000","7,50,000"
Maruti Suzuki,Ertiga,Diesel,1st,2014.0,Manual,"78,604","6,75,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2017.0,Manual,"50,000","6,50,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Automatic,"56,000","8,40,000"
Maruti Suzuki,Swift,Petrol,1st,2009.0,Manual,"73,500","2,45,000"
Maruti Suzuki,Ritz,Petrol,1st,2010.0,Manual,"48,481","2,90,000"
Maruti Suzuki,Ignis,Petrol,1st,2017.0,Manual,"37,000","5,95,000"
Maruti Suzuki,Celerio,Petrol,1st,2020.0,Manual,"11,000","5,30,000"
Maruti Suzuki,Vitara Brezza,Diesel,,2017.0,Manual,"63,354","7,40,000"
Maruti Suzuki,Alto K10,Petrol,1st,2013.0,Manual,"73,000","2,05,000"
Maruti Suzuki,Vitara Brezza,Diesel,,2018.0,Automatic,"29,226","8,44,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2013.0,Manual,"72,000","3,90,000"
Maruti Suzuki,Swift,Petrol,2nd,2015.0,Manual,"56,000","4,90,000"
Maruti Suzuki,Ertiga,Diesel,1st,2020.0,Manual,"51,000","11,70,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2020.0,Manual,"62,000","8,75,000"
Maruti Suzuki,Swift,Diesel,2nd,2012.0,Manual,"60,000","3,50,000"
Maruti Suzuki,SX4,Petrol,1st,2008.0,Manual,"57,000","2,25,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"5,601","6,80,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2014.0,Manual,"43,000","4,21,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"72,000","4,44,444"
Maruti Suzuki,Swift Dzire,Diesel,1st,2015.0,Manual,"49,000","4,10,000"
Maruti Suzuki,Ritz,CNG & Hybrids,2nd,2016.0,Manual,"70,000","3,80,000"
Maruti Suzuki,Alto K10,Petrol,1st,2016.0,Manual,"30,000","3,35,000"
Maruti Suzuki,Swift,Diesel,1st,2017.0,Manual,"64,000","5,49,999"
Maruti Suzuki,Ciaz,Petrol,1st,2015.0,Automatic,"42,000","6,25,000"
Maruti Suzuki,Alto,Petrol,2nd,2005.0,Manual,"71,600","1,32,000"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"34,600","4,75,000"
Maruti Suzuki,Ritz,Diesel,1st,2012.0,Manual,"150,000","2,80,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2011.0,Manual,"39,000","2,85,000"
Maruti Suzuki,Ritz,Diesel,1st,2016.0,,"40,000","4,10,000"
Maruti Suzuki,Swift,Diesel,2nd,2014.0,Manual,"86,000","4,69,000"
Maruti Suzuki,Eeco,Petrol,1st,2019.0,Manual,"13,000","4,50,000"
Maruti Suzuki,Ritz,Diesel,2nd,2011.0,Manual,"79,000","3,15,000"
Maruti Suzuki,Vitara Brezza,Diesel,2nd,2018.0,Manual,"75,000","8,71,000"
Maruti Suzuki,Alto K10,Petrol,1st,2013.0,Manual,"53,000","3,00,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2004.0,Manual,"68,000","90,000"
Maruti Suzuki,Swift,Petrol,1st,2017.0,Manual,"44,000","6,24,000"
Maruti Suzuki,Wagon R,Petrol,1st,2018.0,Automatic,"4,200","5,00,000"
Maruti Suzuki,Vitara Brezza,Diesel,2nd,2016.0,Manual,"63,000","6,20,000"
Maruti Suzuki,Alto K10,Petrol,3rd,2012.0,Manual,"51,000","2,85,000"
Maruti Suzuki,Wagon R,,,2008.0,,"82,000","85,000"
Maruti Suzuki,Alto 800,Petrol,3rd,2019.0,Automatic,"39,000","3,40,000"
Maruti Suzuki,Swift,Diesel,1st,2012.0,Manual,"77,000","3,90,000"
Maruti Suzuki,Alto K10,Petrol,2nd,2015.0,Manual,"3,100","3,20,000"
Maruti Suzuki,Alto 800,Petrol,2nd,2015.0,Manual,"75,000","2,10,000"
Maruti Suzuki,Alto 800,Petrol,2nd,2016.0,Automatic,"48,000","3,00,000"
Maruti Suzuki,Omni,LPG,2nd,2012.0,Manual,"67,000","1,55,000"
Maruti Suzuki,Omni,Petrol,1st,2018.0,Manual,"55,000","2,20,000"
Maruti Suzuki,Swift,Petrol,,2017.0,Manual,"17,019","6,29,000"
,,,,,,"65,000","5,80,000"
Maruti Suzuki,Ciaz,Diesel,,2017.0,Manual,"99,361","6,65,000"
Maruti Suzuki,800,Petrol,3rd,2005.0,Manual,"102,000","80,000"
Maruti Suzuki,S-Presso,Petrol,1st,2019.0,Automatic,"24,000","4,75,000"
Maruti Suzuki,Zen,Diesel,1st,2001.0,Automatic,"25,000","80,000"
Maruti Suzuki,Celerio,Diesel,1st,2016.0,Manual,"83,500","3,85,000"
Maruti Suzuki,Omni,Petrol,1st,2018.0,Manual,"60,000","3,70,000"
Maruti Suzuki,Ignis,Petrol,1st,2017.0,Manual,"28,000","5,15,000"
Maruti Suzuki,Ertiga,Diesel,1st,2017.0,Manual,"90,000","9,00,000"
Maruti Suzuki,Omni,Petrol,2nd,2015.0,Manual,"52,000","2,60,000"
Maruti Suzuki,Zen Estilo,Petrol,1st,2007.0,Manual,"99,000","1,54,500"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Manual,"71,000","7,50,000"
Maruti Suzuki,800,Petrol,2nd,2004.0,Manual,"92,000","60,000"
Maruti Suzuki,Ertiga,Diesel,1st,2014.0,Manual,"90,000","6,50,000"
Maruti Suzuki,Wagon R,Petrol,1st,2007.0,Manual,"89,839","70,000"
Maruti Suzuki,Zen,Petrol,3rd,1997.0,Manual,"80,000","75,000"
Maruti Suzuki,Eeco,Petrol,2nd,2015.0,Manual,"92,000","3,75,000"
Maruti Suzuki,Ertiga,Diesel,1st,2021.0,Automatic,25,"15,001"
Maruti Suzuki,Ertiga,Diesel,1st,2015.0,Manual,"40,000","6,25,000"
,,,,,,"65,000","2,88,300"
Maruti Suzuki,Alto K10,Petrol,1st,2018.0,Manual,"21,949","3,29,600"
Maruti Suzuki,Eeco,Petrol,1st,2011.0,Manual,"85,000","2,39,000"
Maruti Suzuki,Baleno,Diesel,1st,2015.0,Manual,"41,330","6,25,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2019.0,Manual,"61,400","6,80,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2018.0,Manual,"81,963","6,00,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2014.0,Manual,"89,000","5,40,000"
Maruti Suzuki,Ertiga,Diesel,2nd,2012.0,Manual,"150,000","5,90,000"
Maruti Suzuki,Alto K10,Diesel,2nd,2006.0,Manual,500,"2,10,000"
Maruti Suzuki,800,Petrol,1st,2009.0,Manual,"9,000","1,45,000"
,,,,,,"65,000","2,69,000"
Maruti Suzuki,Ertiga,Petrol,1st,2019.0,Automatic,"19,780","9,99,000"
Maruti Suzuki,Zen,Petrol,1st,2004.0,Manual,"72,000","85,000"
Maruti Suzuki,Alto 800,Petrol,1st,2017.0,Manual,"14,000","2,70,000"
Maruti Suzuki,Ertiga,Petrol,1st,2015.0,Manual,"35,488","6,45,000"
Maruti Suzuki,Swift,Petrol,1st,2013.0,Manual,"68,588","4,85,000"
Maruti Suzuki,Zen,Petrol,1st,2001.0,Manual,"36,000","85,000"
Maruti Suzuki,Swift Dzire,Diesel,3rd,2013.0,Manual,"65,000","4,35,000"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"41,000","5,75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2010.0,Manual,"62,600","1,95,000"
Maruti Suzuki,Wagon R,Petrol,,2016.0,Automatic,"37,843","3,80,000"
Maruti Suzuki,Swift Dzire Tour,Diesel,1st,2018.0,Manual,"53,000","5,30,000"
,,,,,,"65,000","2,60,000"
Maruti Suzuki,Esteem,Petrol,1st,2006.0,Manual,"52,000","1,65,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2010.0,Manual,"22,000","2,85,000"
Maruti Suzuki,Ciaz,Petrol,,2015.0,Manual,"44,801","7,30,000"
Maruti Suzuki,Ciaz,Diesel,2nd,2014.0,Manual,"68,000","4,75,000"
Maruti Suzuki,Ritz,Diesel,2nd,2009.0,Manual,"94,074","2,10,000"
Maruti Suzuki,Baleno,Petrol,1st,2020.0,Manual,"13,000","6,60,000"
Maruti Suzuki,Alto 800,Petrol,1st,2013.0,Manual,"31,247","2,45,000"
Maruti Suzuki,SX4,CNG & Hybrids,3rd,2008.0,Manual,"80,000","2,50,000"
Maruti Suzuki,Baleno,Petrol,4th,2006.0,Manual,"86,000","1,95,000"
Maruti Suzuki,Celerio,Petrol,1st,2019.0,Automatic,"7,000","5,45,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2015.0,Manual,"55,000","5,50,000"
Maruti Suzuki,Swift,Petrol,2nd,2013.0,Manual,"53,000","3,80,000"
Maruti Suzuki,Swift Dzire,CNG & Hybrids,2nd,2012.0,Manual,"62,000","3,25,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Automatic,"29,000","8,00,000"
Maruti Suzuki,Celerio,Petrol,1st,2015.0,Automatic,"48,500","3,70,000"
Maruti Suzuki,Swift,Diesel,2nd,2011.0,Manual,"149,897","3,25,000"
Maruti Suzuki,Wagon R,Petrol,1st,2011.0,Manual,"41,000","2,75,000"
,,,,,,"65,000","4,00,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2012.0,Manual,"37,000","3,20,000"
Maruti Suzuki,Esteem,Petrol,3rd,2005.0,Manual,"65,000","1,00,000"
Maruti Suzuki,Swift,Petrol,1st,2006.0,Manual,"140,000","2,30,000"
Maruti Suzuki,Ertiga,Petrol,1st,2020.0,Manual,"19,300","9,41,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"51,000","7,85,111"
Maruti Suzuki,Baleno,Diesel,1st,2017.0,Manual,"66,500","6,85,000"
Maruti Suzuki,Swift,Diesel,1st,2016.0,Manual,"42,000","4,99,999"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Automatic,"18,000","6,90,000"
Maruti Suzuki,Alto 800,Petrol,1st,2019.0,Manual,"50,000","3,00,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2017.0,Manual,"27,000","4,50,000"
Maruti Suzuki,Baleno,Diesel,1st,2015.0,Manual,"94,000","4,95,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2018.0,Manual,"69,575","9,75,000"
Maruti Suzuki,Alto,CNG & Hybrids,2nd,2008.0,Manual,"72,000","1,40,000"
Maruti Suzuki,Swift,CNG & Hybrids,2nd,2005.0,Manual,"85,000","1,35,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"14,000","6,77,000"
Maruti Suzuki,Ciaz,Diesel,1st,2015.0,Manual,"75,000","5,75,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,2nd,2009.0,Manual,"75,200","1,23,500"
Maruti Suzuki,Alto K10,Petrol,1st,2010.0,,"54,000","1,60,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2016.0,Manual,"40,000","7,95,000"
Maruti Suzuki,Baleno,Petrol,,2016.0,Manual,"38,391","6,72,000"
Maruti Suzuki,Celerio,Petrol,2nd,2019.0,Automatic,"9,000","4,50,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2012.0,Manual,"85,000","3,61,000"
Maruti Suzuki,Swift,Diesel,1st,2017.0,Manual,"80,000","5,49,999"
Maruti Suzuki,Celerio,Petrol,2nd,2017.0,Manual,"51,000","4,65,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"33,500","6,40,000"
Maruti Suzuki,Estilo,Petrol,1st,2007.0,Manual,"48,000","1,00,000"
Maruti Suzuki,Eeco,Petrol,1st,2017.0,Manual,"36,390","3,15,000"
Maruti Suzuki,Alto,Petrol,1st,2007.0,Manual,"82,000","1,49,000"
Maruti Suzuki,SX4,Petrol,4th,2008.0,Manual,"127,000","1,49,000"
Maruti Suzuki,Celerio,CNG & Hybrids,1st,2017.0,Manual,"44,000","4,15,000"
Maruti Suzuki,Alto,,2nd,2007.0,,"123,300","1,15,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2015.0,Automatic,"28,233","4,40,000"
Maruti Suzuki,Swift,Petrol,2nd,2017.0,Manual,"62,000","4,99,000"
Maruti Suzuki,Wagon R,Petrol,1st,2019.0,Manual,"60,000","5,30,000"
Maruti Suzuki,Ritz,Diesel,2nd,2010.0,Manual,"97,000","2,55,000"
Maruti Suzuki,Ertiga,Petrol,1st,2014.0,Manual,"62,000","5,40,000"
Maruti Suzuki,Alto K10,Petrol,2nd,2012.0,Manual,"110,000","2,55,002"
Maruti Suzuki,Ciaz,Diesel,1st,2016.0,Manual,"78,000","7,25,000"
Maruti Suzuki,Estilo,Petrol,2nd,2007.0,Manual,"106,000","1,75,000"
Maruti Suzuki,Alto 800,Petrol,1st,2018.0,Manual,"20,000","3,50,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2010.0,Manual,"81,000","2,99,000"
Maruti Suzuki,Wagon R,Petrol,1st,2020.0,Manual,"8,000","5,35,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"54,954","6,65,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2016.0,Manual,"51,903","3,45,000"
Maruti Suzuki,Eeco,CNG & Hybrids,2nd,2016.0,Manual,"45,000","3,85,000"
Maruti Suzuki,Ciaz,Petrol,1st,2017.0,Automatic,"30,000","7,75,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2012.0,Manual,"623,211","3,65,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"52,364","3,05,000"
Maruti Suzuki,Ritz,Diesel,1st,2012.0,Manual,"69,060","2,65,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2019.0,Manual,"44,000","7,75,000"
Maruti Suzuki,Swift,Diesel,2nd,2012.0,Manual,"72,000","3,39,000"
Maruti Suzuki,Estilo,Petrol,1st,2010.0,Manual,"12,000","1,68,000"
Maruti Suzuki,Alto,Petrol,2nd,2008.0,Manual,"67,100","1,55,000"
Maruti Suzuki,Swift,Petrol,1st,2010.0,Manual,"70,000","3,35,000"
Maruti Suzuki,Ciaz,Petrol,1st,2018.0,Automatic,"50,000","8,10,000"
Maruti Suzuki,XL6,Petrol,1st,2019.0,Automatic,"8,000","11,65,000"
Maruti Suzuki,Eeco,CNG & Hybrids,2nd,2013.0,Manual,"60,000","3,10,000"
Maruti Suzuki,Ritz,Diesel,2nd,2011.0,Manual,"77,000","2,90,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"49,148","6,25,000"
Maruti Suzuki,Ignis,Diesel,1st,2017.0,Manual,"73,737","4,59,000"
,,,,,,"65,000","4,50,500"
Maruti Suzuki,Ciaz,Petrol,2nd,2014.0,Manual,"48,000","5,50,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2016.0,Manual,"10,800","5,75,000"
Maruti Suzuki,Swift,Diesel,2nd,2010.0,Manual,"99,000","2,45,000"
Maruti Suzuki,Wagon R,Petrol,3rd,2008.0,Manual,"60,000","2,00,000"
Maruti Suzuki,Ertiga,Diesel,1st,2015.0,Manual,"77,000","6,00,000"
Maruti Suzuki,Swift,Diesel,2nd,2015.0,Manual,"72,000","5,25,000"
Maruti Suzuki,Swift,Petrol,1st,2007.0,Manual,"69,755","2,25,000"
,,,,,,"65,000","5,75,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2016.0,Manual,"31,331","8,34,000"
Maruti Suzuki,Estilo,CNG & Hybrids,1st,2012.0,Manual,"57,243","1,40,000"
Maruti Suzuki,Alto,Petrol,1st,2012.0,Manual,"74,527","2,35,000"
Maruti Suzuki,Swift,Diesel,2nd,2015.0,Manual,"105,000","4,40,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2008.0,Manual,"98,000","3,00,000"
Maruti Suzuki,Omni,Petrol,2nd,2015.0,Manual,"60,000","2,80,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"5,601","6,80,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Automatic,"58,000","5,90,000"
Maruti Suzuki,Ertiga,Diesel,1st,2019.0,Manual,"78,000","11,30,000"
Maruti Suzuki,Swift,Petrol,1st,2010.0,Manual,"64,500","2,85,000"
Maruti Suzuki,Baleno,CNG & Hybrids,1st,2019.0,Manual,"19,900","6,11,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2018.0,Automatic,"25,000","9,35,000"
Maruti Suzuki,Ertiga,Diesel,1st,2013.0,Manual,"66,000","6,06,111"
Maruti Suzuki,Alto 800,Petrol,3rd,2007.0,Manual,"77,800","1,35,000"
Maruti Suzuki,Baleno,Petrol,1st,2018.0,Manual,"7,100","6,25,000"
Maruti Suzuki,Omni,Petrol,1st,2014.0,Manual,"56,000","2,25,000"
Maruti Suzuki,Wagon R,Petrol,1st,2018.0,Manual,"40,000","4,65,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2008.0,Manual,"74,969","2,30,000"
,,,,,,"65,000","5,90,000"
Maruti Suzuki,Wagon R Duo,LPG,1st,2008.0,Manual,"108,000","2,10,000"
Maruti Suzuki,Wagon R,Petrol,,2013.0,Manual,"65,043","2,71,000"
Maruti Suzuki,A-Star,Petrol,1st,2009.0,Manual,"56,000","1,40,000"
Maruti Suzuki,Celerio,Petrol,1st,2017.0,Manual,"3,400","4,35,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2019.0,Manual,"37,000","8,25,000"
Maruti Suzuki,Baleno,Diesel,2nd,2016.0,Manual,"74,000","5,91,000"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"32,000","4,50,000"
Maruti Suzuki,Swift,Petrol,1st,2014.0,Manual,"75,000","4,91,000"
Maruti Suzuki,Ignis,Petrol,1st,2018.0,Manual,"22,000","5,00,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2015.0,Manual,"53,000","3,50,000"
Maruti Suzuki,800,Petrol,2nd,1999.0,Manual,"93,000","95,000"
,,,,,,"65,000","3,50,000"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"25,354","5,20,000"
Maruti Suzuki,Eeco,Petrol,1st,2020.0,Manual,"38,800","4,50,000"
Maruti Suzuki,Ritz,CNG & Hybrids,1st,2012.0,Manual,"58,000","2,65,000"
Maruti Suzuki,Wagon R,Petrol,3rd,2007.0,Manual,"64,167","1,75,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2010.0,Manual,"63,000","3,45,000"
Maruti Suzuki,Swift,Petrol,1st,2008.0,Manual,"70,000","2,90,000"
Maruti Suzuki,Celerio,Petrol,1st,2018.0,Manual,"73,000","4,50,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2014.0,Manual,"59,000","3,90,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2009.0,Manual,"92,000","2,99,999"
Maruti Suzuki,Ertiga,Diesel,1st,2015.0,Manual,"53,639","5,85,000"
Maruti Suzuki,Zen Estilo,Petrol,1st,2008.0,Manual,"36,000","1,60,000"
Maruti Suzuki,Omni,Petrol,2nd,2016.0,Manual,"67,000","2,85,000"
Maruti Suzuki,Swift,Petrol,1st,2014.0,Manual,"56,000","4,00,000"
Maruti Suzuki,Swift,Diesel,1st,2015.0,Manual,"84,000","5,45,000"
Maruti Suzuki,Swift Dzire,Petrol,2nd,2014.0,Manual,"67,000","4,50,000"
Maruti Suzuki,Ritz,CNG & Hybrids,2nd,2016.0,Manual,"70,000","3,80,000"
Maruti Suzuki,Alto K10,Petrol,1st,2014.0,Manual,"76,000","2,45,000"
Maruti Suzuki,Alto 800,Petrol,1st,2016.0,Manual,"98,000","2,90,002"
Maruti Suzuki,Esteem,Petrol,1st,2006.0,Manual,"55,000","1,20,000"
Skoda,Yeti,Diesel,1st,2013.0,Manual,"51,914","4,25,000"
Honda,Accord,Petrol,2nd,2013.0,Automatic,"67,000","3,25,000"
Honda,Mobilio,Diesel,1st,2016.0,Manual,"83,300","5,57,000"
Skoda,Rapid,Diesel,1st,2014.0,Manual,"74,000","5,75,000"
Skoda,Laura,Diesel,1st,2010.0,Automatic,"63,000","5,49,000"
Honda,Jazz,Diesel,2nd,2015.0,Manual,"82,000","3,40,000"
2008,Civic,Petrol,1st,2008.0,Automatic,68000.0,"4,30,000"
Skoda,Octavia,Diesel,1st,2008.0,Manual,"100,000","2,30,000"
,,,,,,"65,000","3,85,000"
Honda,Mobilio,Petrol,1st,2015.0,Manual,"30,000","3,15,000"
Honda,Jazz,Petrol,1st,2019.0,Manual,"9,400","3,75,000"
Honda,City ZX,Petrol,2nd,2008.0,Manual,"105,000","7,45,000"
Skoda,Laura,Diesel,2nd,2010.0,Automatic,"85,000","6,90,000"
Honda,Accord,Petrol,2nd,2008.0,Automatic,"60,000","1,15,000"
Skoda,Rapid,Diesel,1st,2014.0,Automatic,"61,000","6,60,000"
Honda,CR-V,Petrol,1st,2007.0,Manual,"129,000","8,15,000"
Honda,Civic,Petrol,2nd,2009.0,Manual,"159,486","5,75,000"
2017,City,Petrol,1st,2017.0,Manual,"39,000","7,20,000"
Skoda,Rapid,Diesel,1st,2016.0,Automatic,"85,000","3,40,000"
Honda,Amaze,Petrol,1st,2016.0,Manual,"70,000","2,99,999"
Honda,City,Petrol,,2013.0,Manual,"45,113","7,90,000"
Honda,Jazz,Petrol,,2015.0,Automatic,"33,561","4,20,000"
Honda,Jazz,Petrol,1st,2018.0,Manual,"50,000","6,75,000"
Honda,Civic,Petrol,2nd,2007.0,Manual,"74,500","9,75,000"
Honda,Civic,Petrol,2nd,2009.0,Manual,"78,000","2,65,000"
Skoda,Rapid,Diesel,1st,2018.0,Automatic,"75,000","6,20,000"
Honda,Brio,Petrol,1st,2016.0,Manual,"25,000","3,40,000"
Honda,BR-V,Petrol,1st,2016.0,Automatic,"32,382","3,40,000"
Honda,City,Petrol,1st,2011.0,Automatic,"46,000","8,25,000"
,,,,,,"65,000","3,50,000"
Honda,Accord,Petrol,2nd,2009.0,Manual,"62,000","3,49,999"
Honda,BR-V,Petrol,1st,2018.0,Manual,"17,000","3,49,999"
Skoda,Rapid,Diesel,2nd,2012.0,Manual,"85,000","8,30,000"
Honda,Jazz,Petrol,2nd,2017.0,Manual,"39,581","3,51,000"
Skoda,Yeti,Diesel,1st,2011.0,Manual,"75,700","3,40,000"
Honda,Accord,Petrol,2nd,2010.0,Automatic,"57,000","8,70,000"
Honda,WR-V,Petrol,1st,2019.0,Manual,"14,000","1,80,000"
Skoda,Rapid,Diesel,2nd,2014.0,Manual,"102,000","3,30,000"
Honda,Civic,Petrol,1st,2009.0,Automatic,"91,000","5,65,000"
Skoda,Octavia,Diesel,2nd,2015.0,Automatic,"100,000","6,00,000"
Skoda,Superb,Diesel,1st,2014.0,Automatic,"102,000","2,30,000"
Honda,Jazz,Petrol,1st,2018.0,Manual,"26,000","4,40,000"
Skoda,Rapid,Petrol,1st,2020.0,Manual,"18,500","6,70,600"
Skoda,Laura,Diesel,1st,2011.0,Manual,"74,000","5,55,555"
Skoda,Fabia,Petrol,1st,2011.0,Manual,"62,550","4,30,000"
Skoda,Superb,Petrol,1st,2011.0,Manual,"50,000","7,15,000"
Honda,Amaze,Diesel,2nd,2014.0,Manual,"80,000","2,10,000"
,,,,,,"65,000","6,49,000"
Honda,Brio,Petrol,1st,2016.0,Manual,"43,000","8,75,000"
Honda,City,Petrol,1st,2009.0,Manual,"68,000","2,60,000"
Honda,City,Diesel,1st,2017.0,Manual,"47,600","7,45,000"
2011,City,Petrol,1st,2011.0,Manual,72453.0,"3,10,000"
Honda,Civic,Petrol,1st,2008.0,Manual,"94,000","2,25,000"
Honda,Others,Diesel,2nd,2011.0,Automatic,"70,000","8,00,000"
,,,,,,"65,000","5,10,000"
2016,Jazz,Petrol,1st,2016.0,Manual,"68,000","3,25,000"
,,,,,,"65,000","3,40,000"
2009,City,CNG & Hybrids,3rd,2009.0,Manual,"100,000","4,80,000"
Honda,CR-V,Petrol,2nd,2007.0,Automatic,"99,950","4,90,000"
Honda,Civic,Petrol,2nd,2010.0,Manual,"87,000","3,55,000"
Honda,WR-V,Petrol,1st,2019.0,Manual,"6,500","2,50,000"
Honda,Jazz,Petrol,2nd,2016.0,Automatic,"34,000","4,22,000"
Honda,Amaze,Diesel,2nd,2014.0,Manual,"77,000","8,25,000"
,,,,,,"65,000","8,50,000"
Honda,City,Petrol,1st,2016.0,Automatic,"35,976","1,30,000"
Honda,Civic,Petrol,2nd,2010.0,Manual,"87,900","3,85,000"
Honda,CR-V,Petrol,2nd,2007.0,Automatic,"98,560","6,50,000"
Honda,Civic,Petrol,1st,2009.0,Manual,"58,300","5,75,000"
,,,,,,"65,000","4,15,000"
Honda,Mobilio,Diesel,1st,2014.0,Manual,"72,000","3,40,000"
Honda,Civic,CNG & Hybrids,3rd,2007.0,Manual,"98,000","3,35,000"
Honda,City,Petrol,1st,2010.0,Manual,"77,100","6,35,000"
Honda,City,Petrol,1st,2013.0,Manual,"47,000","6,35,000"
Skoda,Fabia,Diesel,2nd,2011.0,Manual,"84,000","7,44,000"
Skoda,Laura,Diesel,2nd,2009.0,Manual,"85,000","6,15,000"
Honda,Civic,Petrol,2nd,2007.0,Manual,"70,000","1,80,000"
Honda,City ZX,Petrol,2nd,2007.0,Manual,"90,000","5,70,000"
2018,Amaze,Petrol,1st,2018.0,Manual,"19,000","7,49,999"
2007,City ZX,Petrol,2nd,2007.0,Manual,"90,000","5,20,000"
Honda,Amaze,Petrol,1st,2015.0,Automatic,"36,000","4,35,000"
Honda,City,Petrol,1st,2018.0,Manual,"18,154","6,80,000"
Honda,Others,Petrol,1st,2015.0,,"45,000","7,60,000"
Honda,City,Petrol,1st,2016.0,Manual,"58,000","3,00,000"
Honda,Amaze,Diesel,1st,2013.0,Manual,"67,800","2,50,000"
Honda,City,Petrol,1st,2017.0,Manual,"71,000","3,95,000"
Honda,Civic,CNG & Hybrids,3rd,2010.0,Manual,"105,000","6,80,000"
Honda,Jazz,Petrol,1st,2009.0,Manual,"39,000","1,10,000"
Honda,City,Petrol,2nd,2010.0,Manual,"70,000","5,99,000"
Honda,City,Diesel,1st,2015.0,Manual,"38,500","7,25,000"
Honda,Accord,Petrol,2nd,2005.0,Automatic,"140,000","4,79,000"
Honda,City,Diesel,1st,2014.0,Manual,"52,000","3,35,000"
Honda,Mobilio,Diesel,1st,2015.0,Manual,"45,000","8,00,000"
2009,City,Petrol,1st,2009.0,Manual,"88,000","3,35,000"
Skoda,Rapid,Petrol,1st,2019.0,Manual,"28,000","2,65,000"
Honda,City,Petrol,1st,2009.0,Manual,"78,000","2,20,000"
Honda,City,Petrol,1st,2017.0,Manual,"48,255","1,80,000"
Honda,Amaze,Diesel,1st,2013.0,Manual,"83,000","5,25,000"
Honda,Mobilio,Petrol,1st,2014.0,Manual,"55,879","3,95,000"
