brand,model,fuel,no of owner,yrs,transmission,kms,prices
Mahindra,Xylo,Diesel,1st,2018.0,Manual,"70,000",8.5
Toyota,Corolla,Petrol,2nd,2005.0,Automatic,"77,000",3
Toyota,Innova,Diesel,1st,2016.0,Automatic,"80,000",18
Hyundai,Grand,Petrol,2nd,2016.0,Manual,"70,000",4.26
Hyundai,i10,Petrol,2nd,2011.0,Manual,"42,000",2.6
Hyundai,i10,Petrol,2nd,2011.0,Manual,"60,000",2.8
Chevrolet,Aveo,Petrol,3rd,2007.0,Manual,"90,000",1.8
Maruti,Swift,Diesel,1st,2012.0,Manual,"73,149",4.65
Mahindra,Xylo,Diesel,1st,2017.0,Manual,"1,20,000",7.65
Toyota,Camry,Petrol,3rd,2006.0,Manual,"1,16,438",3.5
Maruti,Swift,Petrol,1st,2015.0,Manual,"1,10,000",4.77
Maruti,Baleno,Petrol,1st,2015.0,Manual,"30,000",5.64
Ford,Ikon,Petrol,3rd,2003.0,Manual,"1,00,000",1.1
Maruti,SX4,Diesel,1st,2016.0,Manual,"76,000",7.1
Ford,Freestyle,Petrol,1st,2018.0,Manual,"22,000",6.25
Maruti,Omni,Petrol,3rd,2001.0,Manual,"37,539","85,000*"
Maruti,Swift,Petrol,2nd,2007.0,Manual,"80,000",2.1
Maruti,Alto,Petrol,1st,2013.0,Manual,"70,000",2.5
Honda,City,Petrol,2nd,2010.0,Manual,"1,00,000",4.05
Hyundai,i20,Diesel,1st,2015.0,Manual,"50,000",6.1
Ford,Aspire,Diesel,1st,2017.0,Manual,"25,000",7.25
Volkswagen,Jetta,Diesel,1st,2014.0,Automatic,"82,000",10
Hyundai,i10,Petrol,1st,2010.0,Manual,"30,000",3
Nissan,Sunny,Diesel,1st,2012.0,Manual,"1,20,000",4
Renault,Duster,Diesel,1st,2013.0,Manual,"1,10,000",6.5
Hyundai,i10,Petrol,2nd,2011.0,Manual,"60,000",2.55
Maruti,S-Cross,Diesel,1st,2017.0,Manual,"40,000",8
Maruti,Esteem,Petrol,2nd,2007.0,Manual,"70,000",1.59
Mahindra,XUV500,Diesel,3rd,2012.0,Manual,"77,000",7.25
Honda,City,Petrol,4+,1998.0,Manual,"1,60,000",1.7
OpelCorsa,1.4,Petrol,2nd,2004.0,Manual,"70,000",1.3
Maruti,Alto,Petrol,1st,2009.0,Manual,"70,000",1.4
Chevrolet,Enjoy,Petrol,1st,2013.0,Manual,"70,000",4
Tata,Indica,Diesel,2nd,2014.0,Manual,"1,50,000",1.2
Honda,Brio,Petrol,4+,2013.0,Manual,"40,000",3.45
Hyundai,i20,Petrol,1st,2016.0,Manual,"60,000",5.25
Honda,City,Diesel,1st,2016.0,Manual,"60,000",8
Honda,City,Petrol,3rd,2000.0,Manual,"1,20,000",1.55
Hyundai,EON,Petrol,2nd,2013.0,Manual,"70,000",2.4
Mahindra,XUV500,Diesel,1st,2015.0,Manual,"1,00,000",11
Hyundai,i20,Petrol,3rd,2010.0,Manual,"60,000",3.1
Mahindra,Bolero,Diesel,2nd,2003.0,Manual,"50,000",2.2
Chevrolet,Beat,Petrol,2nd,2013.0,Manual,"1,20,000",2.5
Honda,Jazz,Petrol,2nd,2016.0,Manual,"25,000",5.35
Mahindra,Xylo,Diesel,1st,2019.0,Manual,"70,000",6.5
Hyundai,EON,Petrol,1st,2016.0,Manual,"30,000",3.35
Hyundai,EON,Petrol,3rd,2013.0,Manual,"1,16,000",2.1
Mahindra,Verito,Diesel,2nd,2012.0,Manual,"1,20,000",2.5
Chevrolet,Beat,Petrol,2nd,2011.0,Manual,"33,000",2.8
Tata,Indica,Petrol,3rd,2009.0,Manual,"80,000",1.25
Toyota,Innova,Diesel,1st,2014.0,Manual,"59,500",12.9
Maruti,Omni,LPG,2nd,2012.0,Manual,"50,000",1.9
Hyundai,i20,Petrol,2nd,2012.0,Manual,"80,000",3.5
Honda,Amaze,Petrol,1st,2015.0,Manual,"70,000",4.35
Volvo,S60,Diesel,1st,2015.0,Automatic,"1,35,000",14
Maruti,Eeco,Petrol,1st,2018.0,Manual,"12,000",3.95
Tata,Indica,Diesel,1st,2007.0,Manual,"35,000",1.25
Hyundai,Accent,Petrol,2nd,2008.0,Manual,"40,000",1.5
Ford,Figo,Diesel,2nd,2011.0,Manual,"80,000",2.5
Maruti,Swift,Petrol,1st,2015.0,Manual,"45,200",5.1
Fiat,Punto,Diesel,1st,2009.0,Manual,"90,000",2.3
Hyundai,i10,Petrol,1st,2010.0,Manual,"1,00,000",2.25
Mahindra,XUV500,Diesel,1st,2016.0,Manual,"60,000",14
Maruti,Celerio,Petrol,1st,2018.0,Manual,"46,000",4.1
Toyota,Etios,Diesel,1st,2014.0,Manual,"3,30,000",3.6
Toyota,Fortuner,Diesel,2nd,2012.0,Automatic,"1,10,000",13.5
Mahindra,XUV500,Diesel,2nd,2014.0,Manual,"1,20,000",8
Ford,EcoSport,Diesel,2nd,2017.0,Manual,"42,500",7
Maruti,Ritz,Petrol,2nd,2010.0,Manual,"70,000",2.75
Volkswagen,Polo,Diesel,2nd,2010.0,Manual,"1,00,000",3.5
Hyundai,i10,Petrol,3rd,2013.0,Manual,"30,000",3.2
Maruti,Baleno,Diesel,1st,2017.0,Manual,"25,000",6.25
Maruti,Ciaz,Petrol,1st,2016.0,Manual,"50,000",7
Volkswagen,Tiguan,Diesel,1st,2017.0,Automatic,"30,000",22
Maruti,Ertiga,Diesel,1st,2012.0,Manual,"97,000",6
Land,Rover,Diesel,1st,2016.0,Automatic,"70,000",32
Tata,Zest,Petrol,1st,2017.0,Manual,"50,000",4.25
Maruti,Swift,Petrol,1st,2019.0,Manual,"25,000",6.7
Toyota,Etios,Petrol,1st,2015.0,Manual,"80,000",4.25
Hyundai,i20,Petrol,1st,2020.0,Manual,"7,750",7.9
Honda,City,Petrol,2nd,2012.0,Manual,"35,000",4.25
Hyundai,Accent,LPG,2nd,2010.0,Manual,"1,25,000",2.1
Ford,Fiesta,Diesel,3rd,2008.0,Manual,"92,000",1.65
Maruti,Baleno,Petrol,1st,2018.0,Automatic,"25,000",7.25
Ford,Classic,Diesel,2nd,2013.0,Manual,"1,96,000",2.1
Mahindra,XUV500,Diesel,2nd,2012.0,Manual,"80,000",7.2
Hyundai,i20,Petrol,1st,2016.0,Manual,"25,000",5.45
Volkswagen,Ameo,Diesel,1st,2018.0,Manual,"25,000",7.5
Nissan,Sunny,Diesel,1st,2016.0,Manual,"42,250",6.5
Hyundai,i10,Petrol,2nd,2012.0,Manual,"50,000",2.8
Mahindra,Renault,Petrol,3rd,2008.0,Manual,"60,000",1.25
Honda,Civic,Petrol,1st,2019.0,Automatic,"4,650",17.5
Ford,Aspire,Diesel,1st,2018.0,Manual,"35,000",6.3
Tata,Tiago,Petrol,1st,2019.0,Manual,"20,000",5.75
Honda,City,Petrol,3rd,2012.0,Automatic,"60,000",4.75
Maruti,Swift,Petrol,1st,2018.0,Automatic,"20,000",6.5
Hyundai,i20,Diesel,1st,2016.0,Manual,"40,000",6.5
Maruti,Baleno,Petrol,2nd,2017.0,Automatic,"60,000",5.5
Hyundai,Grand,Petrol,2nd,2019.0,Manual,"7,900",5.2
Hyundai,Xcent,Diesel,2nd,2015.0,Manual,"52,000",4.5
Tata,Nexon,Petrol,1st,2019.0,Automatic,"38,738",9
Ford,EcoSport,Petrol,1st,2021.0,Manual,"2,500",9.7
Honda,BRV,Petrol,1st,2016.0,Manual,"7,000",7.5
Hyundai,i10,Petrol,2nd,2011.0,Manual,"40,000",2.8
Maruti,Wagon,Petrol,1st,2013.0,Manual,"30,000",3.3
Honda,City,Petrol,1st,2018.0,Manual,"15,000",9.5
Hyundai,Santro,Petrol,2nd,2006.0,Manual,"70,000",1.4
Maruti,Baleno,Petrol,1st,2005.0,Manual,"67,060",1.1
Maruti,Alto,Petrol,2nd,2011.0,Manual,"50,000",1.75
Maruti,Swift,Petrol,2nd,2011.0,Manual,"70,000",3
Hyundai,Grand,Petrol,1st,2016.0,Automatic,"25,000",5
Mahindra,XUV500,Diesel,2nd,2016.0,Automatic,"60,000",9.79
Volkswagen,Ameo,Petrol,1st,2017.0,Manual,"10,000",5.25
Hindustan,Motors,Diesel,2nd,1997.0,Manual,"80,000",3.5
Maruti,Celerio,Petrol,1st,2018.0,Automatic,"22,418",4.75
Hyundai,Grand,Petrol,1st,2020.0,Manual,"6,050",6.35
Hyundai,Getz,Petrol,1st,2009.0,Manual,"62,208",1.75
Hyundai,Santro,Petrol,2nd,2003.0,Manual,"82,000","99,000*"
Tata,Safari,Diesel,2nd,2013.0,Manual,"85,000",4.9
Honda,City,Petrol,1st,2012.0,Manual,"23,000",5.45
Mahindra,XUV500,Diesel,1st,2015.0,Manual,"54,500",9.5
BMW,3,Diesel,2nd,2015.0,Automatic,"85,000",15.9
Ford,Figo,Diesel,2nd,2014.0,Manual,"68,000",3.3
Hyundai,i20,Petrol,1st,2017.0,Manual,"21,000",5.5
Hyundai,EON,Petrol,1st,2014.0,Manual,"21,000",2.35
Maruti,Alto,Petrol,1st,2017.0,Manual,"60,000",2.65
Ford,EcoSport,Diesel,1st,2015.0,Manual,"1,28,000",5.5
Hyundai,Santro,Petrol,3rd,2000.0,Manual,"56,000","99,000*"
Chevrolet,Aveo,Petrol,2nd,2007.0,Manual,"87,000","85,000*"
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"48,000",10.8
Volkswagen,Polo,Petrol,1st,2017.0,Automatic,"18,000",8.25
Maruti,S-Cross,Diesel,1st,2017.0,Manual,"45,000",7.95
Volkswagen,Polo,Diesel,2nd,2013.0,Manual,"80,000",3.75
Hyundai,Verna,Petrol,1st,2018.0,Manual,"35,000",8.75
Honda,CR-V,Petrol,2nd,2004.0,Automatic,"1,56,542",2.75
Toyota,Corolla,Petrol,1st,2010.0,Automatic,"1,00,000",4.6
Audi,A5,Diesel,1st,2017.0,Automatic,"21,000",39.75
Mahindra,XUV500,Diesel,2nd,2016.0,Manual,"85,000",11.5
Hyundai,i20,Diesel,1st,2011.0,Manual,"53,595",3.6
Maruti,Swift,Petrol,1st,2020.0,Manual,"26,772",5.98
Skoda,Fabia,Diesel,2nd,2011.0,Manual,"1,20,000",1.75
Renault,KWID,Petrol,1st,2020.0,Automatic,"15,000",4.99
BMW,5,Diesel,1st,2017.0,Automatic,"60,000",33
Honda,City,Petrol,1st,2015.0,Automatic,"25,000",7.25
Mercedes-Benz,M-Class,Diesel,2nd,2015.0,Automatic,"30,000",30
Maruti,Celerio,Petrol,1st,2016.0,Automatic,"16,000",4.3
Mahindra,Quanto,Diesel,2nd,2014.0,Manual,"50,000",2.97
Mahindra,Bolero,Diesel,1st,2020.0,Manual,"10,000",7.8
Maruti,Swift,Petrol,3rd,2006.0,Manual,"80,000",1.9
Ford,Fiesta,Petrol,2nd,2007.0,Manual,"52,065",1.7
Maruti,Baleno,Petrol,1st,2019.0,Manual,"20,000",6.4
Maruti,Alto,Petrol,2nd,2012.0,Manual,"55,000",1.72
Honda,Civic,Petrol,3rd,2007.0,Manual,"1,00,000",1.6
Ford,Endeavour,Diesel,1st,2018.0,Automatic,"40,000",26
Audi,A6,Diesel,1st,2018.0,Automatic,"8,000",43
Ford,Fiesta,Petrol,2nd,2008.0,Manual,"90,000",1.4
BMW,X4,Diesel,2nd,2019.0,Automatic,"20,000",47.5
Honda,City,Petrol,2nd,2002.0,Manual,"78,896",1.4
Audi,Q5,Diesel,2nd,2012.0,Automatic,"75,001",13.5
Honda,City,Petrol,1st,2016.0,Automatic,"37,000",7.75
Volkswagen,Jetta,Diesel,4+,2015.0,Manual,"50,000",6.25
Toyota,Innova,Diesel,1st,2017.0,Manual,"45,000",15.75
Mercedes-Benz,GLA,Petrol,1st,2019.0,Automatic,"4,000",31.75
Tata,Indica,Petrol,2nd,2008.0,Manual,"45,050",1.3
Volkswagen,Polo,Diesel,1st,2012.0,Manual,"83,000",3.49
Honda,Jazz,Diesel,2nd,2015.0,Manual,"57,002",5.5
Volkswagen,Polo,Petrol,1st,2016.0,Manual,"25,000",5
Hyundai,Verna,Diesel,2nd,2014.0,Manual,"59,475",4.6
Tata,Indigo,Diesel,1st,2008.0,Manual,"1,15,565",1.25
BMW,3,Diesel,1st,2015.0,Automatic,"55,000",25.5
Toyota,Fortuner,Diesel,1st,2017.0,Automatic,"45,000",30
Hyundai,i10,Petrol,3rd,2011.0,Automatic,"50,000",2.75
Audi,A3,Petrol,1st,2018.0,Automatic,"48,000",23
Maruti,Alto,Petrol,1st,2019.0,Manual,"5,000",3
Hyundai,Verna,Petrol,1st,2017.0,Automatic,"25,851",7.9
Hyundai,Santro,Petrol,2nd,2004.0,Manual,"68,000",1
BMW,3,Diesel,1st,2016.0,Automatic,"50,000",22.5
BMW,3,Diesel,1st,2017.0,Automatic,"15,000",30
Tata,Indica,Diesel,1st,2017.0,Manual,"35,000",2
Honda,Amaze,Petrol,2nd,2013.0,Automatic,"90,293",4
Tata,Nano,Petrol,1st,2012.0,Manual,"32,000",1
Ford,Figo,Petrol,1st,2013.0,Manual,"36,542",3
Ford,EcoSport,Diesel,1st,2013.0,Manual,"89,774",4.5
Honda,Amaze,Petrol,1st,2013.0,Automatic,"77,242",4
Hyundai,i10,Petrol,2nd,2011.0,Automatic,"72,801",3.25
Ford,Fiesta,Diesel,2nd,2008.0,Manual,"1,15,800",2.1
Maruti,Baleno,Petrol,1st,2018.0,Manual,"13,980",6.5
Honda,Jazz,Petrol,1st,2016.0,Manual,"43,667",5.4
Hyundai,i10,Petrol,1st,2013.0,Manual,"39,101",3.2
Maruti,Wagon,Petrol,1st,2017.0,Manual,"24,147",4.3
Honda,Amaze,Petrol,1st,2016.0,Automatic,"15,203",6
Hyundai,i10,Petrol,2nd,2008.0,Manual,"69,931",2
Ford,Aspire,Petrol,1st,2016.0,Manual,"84,669",3.6
Maruti,Swift,Petrol,1st,2014.0,Manual,"46,279",4.9
Mahindra,Renault,Diesel,1st,2009.0,Manual,"1,78,587",1
Maruti,Wagon,Petrol,1st,2017.0,Manual,"24,147",4.3
Maruti,Baleno,Petrol,1st,2018.0,Manual,"1,539",6.5
Maruti,Alto,Petrol,1st,2012.0,Manual,"44,423",2.25
Honda,City,Petrol,1st,2018.0,Manual,"53,093",7.5
Maruti,Celerio,Diesel,1st,2016.0,Manual,"92,813",3.6
Hyundai,i20,Petrol,1st,2013.0,Manual,"84,851",3.8
Renault,KWID,Petrol,1st,2015.0,Manual,"49,954",2.7
Nissan,Micra,Diesel,1st,2012.0,Manual,"91,546",2.6
Skoda,Fabia,Petrol,1st,2011.0,Manual,"1,26,954",2
Ford,Ecosport,Diesel,1st,2015.0,Manual,"8,065",6
Toyota,Etios,Petrol,1st,2013.0,Manual,"57,580",4
Hyundai,i10,Petrol,1st,2016.0,Manual,"24,647",4
Renault,Duster,Diesel,2nd,2016.0,Manual,"65,639",5.9
Hyundai,i20,Diesel,1st,2016.0,Manual,"55,001",6.1
Ford,Figo,Diesel,1st,2012.0,Manual,"98,447",2.7
Chevrolet,Spark,Petrol,2nd,2008.0,Manual,"1,24,365",1.2
Honda,Amaze,Diesel,1st,2014.0,Manual,"93,801",4.1
Hyundai,i10,Petrol,2nd,2011.0,Automatic,"72,718",3.25
Maruti,Wagon,Petrol,1st,2015.0,Manual,"78,079",3.6
Renault,Duster,Diesel,2nd,2013.0,Manual,"60,000",4.5
Hyundai,i20,Petrol,1st,2013.0,Automatic,"30,317",4
Ford,Aspire,Diesel,1st,2017.0,Manual,"37,578",5.5
Honda,Amaze,Diesel,1st,2013.0,Manual,"98,821",3.5
Chevrolet,Spark,Petrol,2nd,2009.0,Manual,"47,372",1.3
Tata,Indica,Diesel,1st,2011.0,Manual,"71,230",1.4
Maruti,A,Petrol,1st,2013.0,Automatic,"93,598",2.35
Ford,Fiesta,Petrol,2nd,2007.0,Manual,"52,065",1.7
Mahindra,Scorpio,Diesel,4+,2005.0,Manual,"96,843",2.4
Hyundai,Grand,Petrol,1st,2013.0,Manual,"53,515",3.75
Maruti,Wagon,Petrol,1st,2017.0,Automatic,"28,809",4.7
Ford,Figo,Diesel,1st,2012.0,Manual,"95,076",2.5
Skoda,Fabia,Diesel,2nd,2008.0,Manual,"1,07,068",1.8
Tata,Indica,Petrol,2nd,2008.0,Manual,"45,000",1.3
Renault,KWID,Petrol,1st,2019.0,Automatic,"22,645",4.8
Maruti,Alto,Petrol,1st,2011.0,Manual,"47,803",2
Maruti,A,Petrol,2nd,2011.0,Automatic,"66,624",2.3
Chevrolet,Spark,Petrol,2nd,2008.0,Manual,"1,24,365",1.2
Maruti,Wagon,Petrol,2nd,2007.0,Automatic,"79,854",1.5
Maruti,Baleno,Petrol,3rd,2006.0,Manual,"59,600",1.4
Renault,KWID,Petrol,1st,2015.0,Manual,"26,450",2.75
Maruti,Celerio,Petrol,1st,2015.0,Automatic,"37,090",3.9
Tata,Indigo,Diesel,1st,2008.0,Manual,"1,15,508",1.25
Hyundai,i20,Petrol,1st,2010.0,Manual,"30,682",3.25
Hyundai,Verna,Petrol,1st,2017.0,Automatic,"25,851",7.9
Hyundai,i20,Diesel,2nd,2013.0,Manual,"70,436",3.75
Hyundai,i10,Petrol,1st,2010.0,Manual,"45,507",2.35
Skoda,Fabia,Diesel,1st,2011.0,Manual,"1,34,000",2.25
Volkswagen,Vento,Diesel,1st,2011.0,Manual,"1,20,000",4.25
Maruti,Swift,CNG,1st,2018.0,Manual,"1,10,000",5
Ford,Fiesta,Petrol,3rd,2007.0,Manual,"50,000",1.8
Maruti,Swift,Diesel,1st,2015.0,Manual,"40,000",5.75
Renault,Lodgy,Diesel,1st,2015.0,Manual,"1,00,000",6
Maruti,Wagon,CNG,1st,2017.0,Manual,"1,20,000",3.7
Honda,City,Petrol,2nd,2013.0,Automatic,"47,000",5.5
Volkswagen,Polo,Petrol,2nd,2014.0,Manual,"70,000",4.8
Maruti,Omni,Petrol,2nd,2006.0,Manual,"70,000",1.1
Skoda,Superb,Diesel,1st,2019.0,Automatic,"14,000",31.5
Hyundai,Grand,Diesel,1st,2013.0,Manual,"49,000",4.25
Ford,Classic,Diesel,1st,2010.0,Manual,"1,65,105",1.8
Tata,Indica,Diesel,1st,2012.0,Manual,"98,947",2.1
Maruti,Ertiga,Diesel,1st,2012.0,Manual,"88,011",5.3
Hyundai,Xcent,Petrol,1st,2014.0,Manual,"50,428",4.1
Hyundai,Getz,Petrol,2nd,2006.0,Manual,"1,20,000",1.35
Tata,Hexa,Diesel,1st,2018.0,Manual,"70,000",16
Mahindra,XUV500,Diesel,1st,2012.0,Manual,"1,76,000",7.25
Tata,Indica,Diesel,3rd,2005.0,Manual,"1,80,000","80,031*"
Maruti,Swift,Petrol,2nd,2013.0,Manual,"70,000",4.2
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"91,000",24
Hyundai,Xcent,Petrol,1st,2018.0,Manual,"15,000",6.2
Maruti,Alto,Petrol,1st,2014.0,Manual,"60,000",2.5
Ford,Fiesta,Petrol,2nd,2006.0,Manual,"90,000",1.5
Mahindra,Scorpio,Diesel,2nd,2013.0,Manual,"1,50,000",6.6
Ford,Fiesta,Diesel,1st,2013.0,Manual,"55,000",4.6
Honda,City,Diesel,2nd,2014.0,Manual,"45,000",7.6
Hyundai,Santro,Petrol,3rd,2005.0,Manual,"60,000",1.5
Honda,Jazz,Petrol,2nd,2017.0,Manual,"7,000",7.2
Toyota,Innova,Diesel,1st,2017.0,Manual,"1,50,000",16.65
Maruti,Swift,Diesel,2nd,2015.0,Manual,"70,000",4.85
Ford,Figo,Diesel,3rd,2010.0,Manual,"70,000",2.65
Ford,Classic,Diesel,1st,2013.0,Manual,"1,50,000",3
Ford,Figo,Diesel,2nd,2012.0,Manual,"70,000",2.5
Hyundai,Santro,Petrol,1st,2006.0,Manual,"70,000",1.53
Chevrolet,Beat,Petrol,2nd,2010.0,Manual,"50,000",2
Toyota,Innova,Diesel,2nd,2008.0,Manual,"1,68,370",7.12
Nissan,Sunny,Petrol,1st,2013.0,Manual,"1,35,000",4.25
Hyundai,Santro,Petrol,2nd,2008.0,Manual,"90,000",1.6
Hyundai,Creta,Diesel,1st,2017.0,Manual,"60,000",11
Maruti,Esteem,Petrol,2nd,1995.0,Manual,"80,000",1
Maruti,Baleno,Petrol,1st,2017.0,Manual,"70,000",5.5
Volkswagen,Polo,Petrol,1st,2013.0,Manual,"50,000",4.4
Hyundai,Verna,Petrol,1st,2018.0,Manual,"14,800",8.45
Maruti,Swift,CNG,1st,2018.0,Manual,"50,000",5.35
Porsche,Macan,Diesel,2nd,2016.0,Automatic,"80,000",50
Hyundai,i10,Petrol,3rd,2013.0,Manual,"30,000",2.85
Maruti,Swift,Petrol,2nd,2005.0,Manual,"50,000",1.8
Ford,Figo,Diesel,1st,2016.0,Manual,"60,000",4.25
Hyundai,Verna,Petrol,2nd,2008.0,Manual,"80,000",1.6
Maruti,Wagon,Petrol,2nd,2005.0,Manual,"1,20,000",1.26
Hyundai,Verna,Diesel,2nd,2013.0,Manual,"80,000",4.9
Maruti,800,Petrol,3rd,2003.0,Manual,"80,000","75,000*"
Hyundai,i10,Petrol,1st,2008.0,Manual,"1,10,000",1.75
Maruti,Swift,Petrol,3rd,2005.0,Manual,"54,000",1.89
Hyundai,i20,Petrol,2nd,2016.0,Manual,"30,000",5.55
Maruti,Swift,Diesel,1st,2017.0,Manual,"34,000",6.5
Honda,Civic,Petrol,2nd,2007.0,Manual,"30,000",3.1
Ford,Endeavour,Diesel,1st,2018.0,Automatic,"40,000",26
Maruti,Swift,Diesel,1st,2011.0,Manual,"90,000",3.4
Maruti,Wagon,Petrol,2nd,2019.0,Automatic,"38,000",4.7
BMW,5,Diesel,1st,2017.0,Automatic,"34,000",36
Maruti,Swift,Diesel,2nd,2010.0,Manual,"1,00,000",2.8
BMW,7,Diesel,1st,2008.0,Automatic,"80,000",12.5
Renault,Triber,Petrol,1st,2020.0,Manual,"5,000",7.35
Ford,EcoSport,Petrol,1st,2017.0,Automatic,"73,000",6.75
Hyundai,Santro,Petrol,3rd,1999.0,Manual,"80,000","55,000*"
BMW,5,Diesel,3rd,2010.0,Automatic,"90,000",7.5
Renault,Duster,Diesel,1st,2014.0,Manual,"75,000",4.67
Maruti,Ciaz,Petrol,1st,2019.0,Manual,"12,800",8.75
Skoda,Octavia,Petrol,1st,2016.0,Automatic,"25,300",14
Ford,Fiesta,Petrol,1st,2010.0,Manual,"90,000",1.75
Honda,City,Petrol,1st,2018.0,Automatic,"15,000",9.99
Hyundai,Santro,Petrol,3rd,2004.0,Manual,"1,10,000","85,000*"
Ford,Figo,Petrol,1st,2013.0,Manual,"80,000",2.2
Ford,Figo,Petrol,2nd,2010.0,Manual,"48,805",1.98
Maruti,Eeco,Petrol,1st,2012.0,Manual,"70,000",2.1
Honda,City,Petrol,1st,2017.0,Automatic,"26,070",9.5
Hyundai,i10,Petrol,1st,2010.0,Manual,"51,000",2.25
Maruti,Swift,Petrol,1st,2010.0,Manual,"35,000",3
Maruti,Swift,Petrol,1st,2021.0,Manual,"5,000",4.5
Audi,A6,Diesel,1st,2014.0,Automatic,"97,021",22.75
Mercedes-Benz,M-Class,Diesel,1st,2015.0,Automatic,"39,000",33.45
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"66,000",29.89
Hyundai,Grand,Petrol,1st,2019.0,Manual,"9,369",6.19
Maruti,Ignis,Petrol,1st,2017.0,Manual,"42,206",5.32
Mercedes-Benz,GLA,Diesel,2nd,2017.0,Automatic,"45,000",25
Renault,KWID,Petrol,1st,2016.0,Manual,"61,600",3.25
Renault,KWID,Petrol,1st,2018.0,Automatic,"16,000",4.65
Honda,Amaze,Petrol,1st,2020.0,Automatic,"11,250",9.6
Hyundai,i10,Petrol,3rd,2013.0,Automatic,"63,500",3.49
Maruti,Swift,Diesel,1st,2015.0,Manual,"72,000",6
Hyundai,Grand,Petrol,2nd,2015.0,Manual,"40,000",5.6
Maruti,Swift,Diesel,2nd,2017.0,Manual,"45,000",6.75
Hyundai,Grand,Petrol,2nd,2016.0,Manual,"26,000",6
Maruti,Ertiga,Diesel,1st,2016.0,Manual,"47,289",8.75
Maruti,Celerio,Petrol,1st,2015.0,Automatic,"24,500",4.8
Hyundai,Elantra,Diesel,2nd,2012.0,Manual,"1,08,000",6.65
Maruti,Ciaz,Petrol,1st,2018.0,Manual,"12,000",9.75
Mercedes-Benz,GLE,Diesel,1st,2016.0,Automatic,"57,400",42
Renault,Scala,Diesel,1st,2015.0,Manual,"58,000",5.9
Hyundai,Santro,Petrol,2nd,2008.0,Manual,"70,000",2.25
Hyundai,Xcent,Diesel,1st,2019.0,Manual,"30,000",5.1
Volkswagen,Jetta,Diesel,1st,2010.0,Automatic,"37,000",6.95
Toyota,Fortuner,Diesel,3rd,2012.0,Automatic,"85,000",16.5
Mahindra,XUV500,Diesel,1st,2018.0,Automatic,"25,000",18
Maruti,Alto,Petrol,1st,2015.0,Manual,"30,000",3.65
Mahindra,TUV,Diesel,1st,2019.0,Manual,"23,100",10
Hyundai,Santa,Diesel,2nd,2014.0,Automatic,"1,10,000",14.25
Honda,Jazz,Diesel,1st,2016.0,Manual,"1,03,000",6.25
Toyota,Yaris,Petrol,1st,2018.0,Automatic,"16,860",13.4
Toyota,Innova,Diesel,2nd,2014.0,Manual,"87,854",13
Toyota,Fortuner,Diesel,2nd,2015.0,Automatic,"1,19,000",22
Toyota,Corolla,Diesel,1st,2016.0,Manual,"61,000",11.75
Maruti,Celerio,Petrol,1st,2015.0,Automatic,"57,422",4.4
Hyundai,Santro,Petrol,2nd,2007.0,Manual,"83,000",2.25
Audi,Q7,Diesel,1st,2018.0,Automatic,"26,300",78
Hyundai,Grand,Petrol,2nd,2016.0,Manual,"39,000",4.75
Hyundai,Grand,Petrol,2nd,2017.0,Manual,"40,533",5.4
Hyundai,Grand,Petrol,1st,2014.0,Manual,"83,684",4.9
Maruti,Swift,Diesel,1st,2012.0,Manual,"52,000",4.45
Honda,Brio,Petrol,1st,2014.0,Manual,"21,779",4.5
Skoda,Octavia,Diesel,1st,2013.0,Automatic,"50,181",13.5
Maruti,Swift,Petrol,1st,2013.0,Manual,"76,000",4.95
Honda,Jazz,Petrol,1st,2011.0,Manual,"63,902",4.5
Toyota,Innova,Diesel,1st,2011.0,Manual,"2,13,141",7.75
Maruti,Wagon,Petrol,1st,2017.0,Automatic,"32,060",5.2
Honda,Amaze,Petrol,1st,2015.0,Manual,"73,486",5.1
Audi,A4,Diesel,2nd,2010.0,Automatic,"57,000",11.5
Toyota,Innova,Diesel,1st,2010.0,Manual,"87,000",8.5
Maruti,Swift,Diesel,1st,2018.0,Manual,"55,000",7.95
Hyundai,Santro,Petrol,2nd,2007.0,Manual,"53,833",2.2
Hyundai,Creta,Petrol,2nd,2017.0,Manual,"25,000",10.5
Maruti,Baleno,Petrol,2nd,2017.0,Automatic,"27,000",6.1
Hyundai,Santro,Petrol,1st,2011.0,Manual,"79,000",3.25
Hyundai,i20,Diesel,1st,2013.0,Manual,"65,000",4.6
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"72,000",3.25
Ford,Figo,Diesel,1st,2011.0,Manual,"64,000",3.35
Mercedes-Benz,CLA,Petrol,2nd,2014.0,Automatic,"39,530",36
Maruti,Swift,Petrol,2nd,2010.0,Manual,"36,000",3.85
Mercedes-Benz,GLE,Diesel,2nd,2017.0,Automatic,"69,000",49.5
Audi,Q5,Diesel,3rd,2010.0,Automatic,"1,06,437",13.7
Hyundai,i20,Petrol,2nd,2017.0,Manual,"22,632",7.1
Maruti,Wagon,Petrol,1st,2006.0,Manual,"90,000",1.25
Maruti,Ertiga,Diesel,2nd,2014.0,Manual,"70,000",7
Hyundai,Grand,Petrol,1st,2016.0,Automatic,"37,000",5.83
